timestamp_iso,yaml_path,total_candidates,candidate_index_used,num_failed_before,success,message
2026-03-17T02:35:03.411599Z,/path/to/grasps.yaml,0,0,0,False,Load error: /path/to/grasps.yaml
2026-03-17T02:35:35.572138Z,/home/ros/data/Mug/Mug8192_grasps.yaml,0,0,0,False,Load error: /home/ros/data/Mug/Mug8192_grasps.yaml
2026-03-17T02:35:40.845524Z,/home/ros/data/Mug/Mug8192_grasps.yaml,0,0,0,False,Load error: /home/ros/data/Mug/Mug8192_grasps.yaml
